game_pk,game_date,player_id,player_name,opposing_team,pa,ab,h,singles,doubles,triples,hr,bb,hbp,so,sb,cs,rbi,tb,season
823509,2026-08-22,700250,"Rice, Ben",TOR,4,3,0,0,0,0,0,0,1,1,0,0,0,0,2026
823509,2026-08-22,806146,"Lombard Jr., George",TOR,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823510,2026-08-21,502671,"Goldschmidt, Paul",TOR,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823510,2026-08-21,642708,"Rosario, Amed",TOR,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2026
823510,2026-08-21,645305,"Sánchez, Ali",TOR,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2026
823510,2026-08-21,663757,"Grisham, Trent",TOR,4,2,0,0,0,0,0,2,0,1,0,0,0,0,2026
823510,2026-08-21,665862,"Chisholm Jr., Jazz",TOR,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823510,2026-08-21,669224,"Wells, Austin",TOR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823510,2026-08-21,671218,"Ramos, Heliot",TOR,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823510,2026-08-21,671277,"García Jr., Luis",TOR,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823510,2026-08-21,676609,"Caballero, José",TOR,3,2,0,0,0,0,0,0,0,1,0,0,1,0,2026
823510,2026-08-21,682987,"Jones, Spencer",TOR,3,3,1,0,0,0,1,0,0,1,0,0,2,4,2026
823510,2026-08-21,700250,"Rice, Ben",TOR,4,2,0,0,0,0,0,2,0,1,0,0,0,0,2026
823510,2026-08-21,806146,"Lombard Jr., George",TOR,4,4,1,1,0,0,0,0,0,3,0,0,0,1,2026
823511,2026-08-12,641857,"McMahon, Ryan",SEA,4,4,2,1,1,0,0,0,0,0,0,0,1,3,2026
823511,2026-08-12,642708,"Rosario, Amed",SEA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823511,2026-08-12,645305,"Sánchez, Ali",SEA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823511,2026-08-12,663757,"Grisham, Trent",SEA,5,5,3,0,1,0,2,0,0,1,0,0,4,10,2026
823511,2026-08-12,665862,"Chisholm Jr., Jazz",SEA,4,3,1,1,0,0,0,1,0,1,0,0,1,1,2026
823511,2026-08-12,669224,"Wells, Austin",SEA,2,2,1,0,1,0,0,0,0,0,0,0,0,2,2026
823511,2026-08-12,671218,"Ramos, Heliot",SEA,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823511,2026-08-12,671277,"García Jr., Luis",SEA,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823511,2026-08-12,682987,"Jones, Spencer",SEA,5,4,2,0,2,0,0,0,1,1,0,0,3,4,2026
823511,2026-08-12,700250,"Rice, Ben",SEA,5,4,2,1,1,0,0,1,0,1,0,0,1,3,2026
823511,2026-08-12,806146,"Lombard Jr., George",SEA,4,4,2,2,0,0,0,0,0,1,0,0,0,2,2026
823512,2026-08-11,641857,"McMahon, Ryan",SEA,3,3,1,1,0,0,0,0,0,1,0,0,2,1,2026
823512,2026-08-11,663757,"Grisham, Trent",SEA,4,4,2,1,1,0,0,0,0,0,0,0,2,3,2026
823512,2026-08-11,665862,"Chisholm Jr., Jazz",SEA,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823512,2026-08-11,669224,"Wells, Austin",SEA,3,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823512,2026-08-11,671218,"Ramos, Heliot",SEA,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823512,2026-08-11,671277,"García Jr., Luis",SEA,4,4,2,0,2,0,0,0,0,0,0,0,0,4,2026
823512,2026-08-11,682987,"Jones, Spencer",SEA,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823512,2026-08-11,700250,"Rice, Ben",SEA,4,3,0,0,0,0,0,1,0,2,0,0,0,0,2026
823512,2026-08-11,806146,"Lombard Jr., George",SEA,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823513,2026-08-09,641857,"McMahon, Ryan",ATL,4,3,0,0,0,0,0,1,0,2,0,0,0,0,2026
823513,2026-08-09,663757,"Grisham, Trent",ATL,4,4,2,0,1,0,1,0,0,0,0,0,1,6,2026
823513,2026-08-09,665862,"Chisholm Jr., Jazz",ATL,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823513,2026-08-09,669224,"Wells, Austin",ATL,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823513,2026-08-09,671218,"Ramos, Heliot",ATL,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823513,2026-08-09,671277,"García Jr., Luis",ATL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823513,2026-08-09,682987,"Jones, Spencer",ATL,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823513,2026-08-09,700250,"Rice, Ben",ATL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823513,2026-08-09,806146,"Lombard Jr., George",ATL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823514,2026-08-08,502671,"Goldschmidt, Paul",ATL,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823514,2026-08-08,641857,"McMahon, Ryan",ATL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823514,2026-08-08,642708,"Rosario, Amed",ATL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823514,2026-08-08,663757,"Grisham, Trent",ATL,4,4,1,0,1,0,0,0,0,3,0,0,0,2,2026
823514,2026-08-08,669224,"Wells, Austin",ATL,3,2,1,0,1,0,0,0,1,1,0,0,0,2,2026
823514,2026-08-08,671218,"Ramos, Heliot",ATL,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823514,2026-08-08,676609,"Caballero, José",ATL,4,3,0,0,0,0,0,1,0,3,0,0,0,0,2026
823514,2026-08-08,682987,"Jones, Spencer",ATL,4,3,2,1,0,1,0,1,0,0,0,0,2,4,2026
823514,2026-08-08,700250,"Rice, Ben",ATL,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823514,2026-08-08,806146,"Lombard Jr., George",ATL,4,3,2,1,0,0,1,1,0,1,0,0,1,5,2026
823515,2026-08-07,502671,"Goldschmidt, Paul",ATL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823515,2026-08-07,641857,"McMahon, Ryan",ATL,5,3,2,1,1,0,0,1,0,1,0,0,1,3,2026
823515,2026-08-07,642708,"Rosario, Amed",ATL,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2026
823515,2026-08-07,663757,"Grisham, Trent",ATL,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823515,2026-08-07,665862,"Chisholm Jr., Jazz",ATL,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823515,2026-08-07,669224,"Wells, Austin",ATL,4,4,1,0,1,0,0,0,0,2,0,0,1,2,2026
823515,2026-08-07,671218,"Ramos, Heliot",ATL,5,2,1,0,1,0,0,2,1,1,0,0,0,2,2026
823515,2026-08-07,671277,"García Jr., Luis",ATL,5,4,1,1,0,0,0,1,0,0,0,0,0,1,2026
823515,2026-08-07,676609,"Caballero, José",ATL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823515,2026-08-07,682987,"Jones, Spencer",ATL,5,4,0,0,0,0,0,1,0,1,0,0,0,0,2026
823515,2026-08-07,700250,"Rice, Ben",ATL,5,5,1,1,0,0,0,0,0,3,0,0,1,1,2026
823515,2026-08-07,806146,"Lombard Jr., George",ATL,5,4,1,1,0,0,0,1,0,1,0,0,0,1,2026
823516,2026-08-05,502671,"Goldschmidt, Paul",STL,2,2,1,0,1,0,0,0,0,0,0,0,0,2,2026
823516,2026-08-05,641857,"McMahon, Ryan",STL,4,2,0,0,0,0,0,2,0,1,0,0,0,0,2026
823516,2026-08-05,645305,"Sánchez, Ali",STL,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823516,2026-08-05,663757,"Grisham, Trent",STL,5,5,0,0,0,0,0,0,0,1,0,0,0,0,2026
823516,2026-08-05,665862,"Chisholm Jr., Jazz",STL,4,2,0,0,0,0,0,2,0,1,0,0,1,0,2026
823516,2026-08-05,669224,"Wells, Austin",STL,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823516,2026-08-05,671218,"Ramos, Heliot",STL,4,3,1,0,1,0,0,0,1,1,0,0,0,2,2026
823516,2026-08-05,671277,"García Jr., Luis",STL,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2026
823516,2026-08-05,682987,"Jones, Spencer",STL,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823516,2026-08-05,700250,"Rice, Ben",STL,5,2,0,0,0,0,0,3,0,1,0,0,0,0,2026
823516,2026-08-05,806146,"Lombard Jr., George",STL,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823517,2026-08-04,502671,"Goldschmidt, Paul",STL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823517,2026-08-04,641857,"McMahon, Ryan",STL,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823517,2026-08-04,663757,"Grisham, Trent",STL,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823517,2026-08-04,665862,"Chisholm Jr., Jazz",STL,3,3,1,0,0,0,1,0,0,2,0,0,1,4,2026
823517,2026-08-04,669224,"Wells, Austin",STL,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823517,2026-08-04,671218,"Ramos, Heliot",STL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823517,2026-08-04,671277,"García Jr., Luis",STL,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823517,2026-08-04,682987,"Jones, Spencer",STL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823517,2026-08-04,700250,"Rice, Ben",STL,4,2,0,0,0,0,0,2,0,1,0,0,0,0,2026
823517,2026-08-04,806146,"Lombard Jr., George",STL,3,2,1,0,0,0,1,1,0,0,0,0,1,4,2026
823518,2026-07-22,502671,"Goldschmidt, Paul",PIT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823518,2026-07-22,641355,"Bellinger, Cody",PIT,5,4,1,1,0,0,0,1,0,3,0,0,0,1,2026
823518,2026-07-22,641857,"McMahon, Ryan",PIT,4,4,1,0,1,0,0,0,0,1,0,0,0,2,2026
823518,2026-07-22,642708,"Rosario, Amed",PIT,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823518,2026-07-22,663757,"Grisham, Trent",PIT,5,4,1,1,0,0,0,1,0,0,0,0,0,1,2026
823518,2026-07-22,665862,"Chisholm Jr., Jazz",PIT,5,5,0,0,0,0,0,0,0,1,0,0,0,0,2026
823518,2026-07-22,669224,"Wells, Austin",PIT,3,1,1,1,0,0,0,1,1,0,0,0,0,1,2026
823518,2026-07-22,676609,"Caballero, José",PIT,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823518,2026-07-22,682987,"Jones, Spencer",PIT,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823518,2026-07-22,691176,"Domínguez, Jasson",PIT,5,4,1,1,0,0,0,1,0,0,0,0,0,1,2026
823518,2026-07-22,700250,"Rice, Ben",PIT,5,5,1,0,0,0,1,0,0,3,0,0,3,4,2026
823519,2026-07-22,502671,"Goldschmidt, Paul",PIT,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823519,2026-07-22,641355,"Bellinger, Cody",PIT,3,2,1,0,1,0,0,1,0,0,0,0,0,2,2026
823519,2026-07-22,641857,"McMahon, Ryan",PIT,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823519,2026-07-22,645305,"Sánchez, Ali",PIT,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823519,2026-07-22,663757,"Grisham, Trent",PIT,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823519,2026-07-22,665862,"Chisholm Jr., Jazz",PIT,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823519,2026-07-22,683011,"Volpe, Anthony",PIT,3,3,1,1,0,0,0,0,0,1,0,0,1,1,2026
823519,2026-07-22,691176,"Domínguez, Jasson",PIT,3,3,1,0,1,0,0,0,0,0,0,0,1,2,2026
823519,2026-07-22,700250,"Rice, Ben",PIT,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823520,2026-08-03,641857,"McMahon, Ryan",STL,4,4,2,1,0,0,1,0,0,1,0,0,1,5,2026
823520,2026-08-03,663757,"Grisham, Trent",STL,5,5,2,0,1,0,1,0,0,1,0,0,1,6,2026
823520,2026-08-03,665862,"Chisholm Jr., Jazz",STL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823520,2026-08-03,669224,"Wells, Austin",STL,4,4,2,1,0,0,1,0,0,1,0,0,2,5,2026
823520,2026-08-03,671277,"García Jr., Luis",STL,4,4,2,1,0,0,1,0,0,0,0,0,2,5,2026
823520,2026-08-03,676609,"Caballero, José",STL,4,3,1,0,0,0,1,1,0,2,0,0,1,4,2026
823520,2026-08-03,682987,"Jones, Spencer",STL,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823520,2026-08-03,691176,"Domínguez, Jasson",STL,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823520,2026-08-03,700250,"Rice, Ben",STL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823521,2026-07-19,502671,"Goldschmidt, Paul",LAD,4,4,2,1,1,0,0,0,0,2,0,0,0,3,2026
823521,2026-07-19,641355,"Bellinger, Cody",LAD,4,3,2,2,0,0,0,1,0,1,0,0,1,2,2026
823521,2026-07-19,641857,"McMahon, Ryan",LAD,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2026
823521,2026-07-19,663757,"Grisham, Trent",LAD,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2026
823521,2026-07-19,665862,"Chisholm Jr., Jazz",LAD,4,4,1,0,0,0,1,0,0,2,0,0,1,4,2026
823521,2026-07-19,669224,"Wells, Austin",LAD,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2026
823521,2026-07-19,676609,"Caballero, José",LAD,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2026
823521,2026-07-19,683011,"Volpe, Anthony",LAD,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823521,2026-07-19,691176,"Domínguez, Jasson",LAD,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823521,2026-07-19,700250,"Rice, Ben",LAD,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823522,2026-07-20,502671,"Goldschmidt, Paul",PIT,4,4,1,1,0,0,0,0,0,1,0,0,1,1,2026
823522,2026-07-20,641355,"Bellinger, Cody",PIT,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823522,2026-07-20,641857,"McMahon, Ryan",PIT,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823522,2026-07-20,663757,"Grisham, Trent",PIT,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823522,2026-07-20,665862,"Chisholm Jr., Jazz",PIT,4,4,2,0,0,0,2,0,0,2,0,0,5,8,2026
823522,2026-07-20,669224,"Wells, Austin",PIT,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2026
823522,2026-07-20,676609,"Caballero, José",PIT,4,4,2,1,1,0,0,0,0,0,0,0,2,3,2026
823522,2026-07-20,691176,"Domínguez, Jasson",PIT,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823522,2026-07-20,700250,"Rice, Ben",PIT,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823523,2026-07-19,641355,"Bellinger, Cody",LAD,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823523,2026-07-19,641857,"McMahon, Ryan",LAD,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823523,2026-07-19,645305,"Sánchez, Ali",LAD,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823523,2026-07-19,663757,"Grisham, Trent",LAD,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823523,2026-07-19,665862,"Chisholm Jr., Jazz",LAD,3,3,1,0,1,0,0,0,0,1,0,0,0,2,2026
823523,2026-07-19,680474,"Schuemann, Max",LAD,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823523,2026-07-19,683011,"Volpe, Anthony",LAD,3,3,1,1,0,0,0,0,0,0,0,0,1,1,2026
823523,2026-07-19,691176,"Domínguez, Jasson",LAD,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823523,2026-07-19,700250,"Rice, Ben",LAD,4,4,1,0,1,0,0,0,0,1,0,0,0,2,2026
823524,2026-07-17,502671,"Goldschmidt, Paul",LAD,4,3,0,0,0,0,0,1,0,2,0,0,0,0,2026
823524,2026-07-17,641355,"Bellinger, Cody",LAD,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823524,2026-07-17,641857,"McMahon, Ryan",LAD,3,3,1,0,1,0,0,0,0,0,0,0,0,2,2026
823524,2026-07-17,642708,"Rosario, Amed",LAD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823524,2026-07-17,663757,"Grisham, Trent",LAD,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2026
823524,2026-07-17,665862,"Chisholm Jr., Jazz",LAD,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823524,2026-07-17,669224,"Wells, Austin",LAD,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823524,2026-07-17,676609,"Caballero, José",LAD,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823524,2026-07-17,691176,"Domínguez, Jasson",LAD,4,4,1,0,1,0,0,0,0,1,0,0,0,2,2026
823524,2026-07-17,700250,"Rice, Ben",LAD,4,4,2,1,1,0,0,0,0,0,0,0,0,3,2026
823525,2026-07-05,641355,"Bellinger, Cody",MIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823525,2026-07-05,642708,"Rosario, Amed",MIN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823525,2026-07-05,663757,"Grisham, Trent",MIN,4,4,1,0,1,0,0,0,0,2,0,0,0,2,2026
823525,2026-07-05,665862,"Chisholm Jr., Jazz",MIN,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823525,2026-07-05,669224,"Wells, Austin",MIN,3,3,1,1,0,0,0,0,0,1,0,0,0,1,2026
823525,2026-07-05,676609,"Caballero, José",MIN,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823525,2026-07-05,680474,"Schuemann, Max",MIN,3,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823525,2026-07-05,683011,"Volpe, Anthony",MIN,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823525,2026-07-05,691176,"Domínguez, Jasson",MIN,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823525,2026-07-05,700250,"Rice, Ben",MIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823526,2026-07-04,502671,"Goldschmidt, Paul",MIN,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823526,2026-07-04,641355,"Bellinger, Cody",MIN,5,5,1,0,1,0,0,0,0,1,0,0,1,2,2026
823526,2026-07-04,641857,"McMahon, Ryan",MIN,4,3,0,0,0,0,0,1,0,2,0,0,0,0,2026
823526,2026-07-04,642708,"Rosario, Amed",MIN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823526,2026-07-04,645305,"Sánchez, Ali",MIN,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823526,2026-07-04,663757,"Grisham, Trent",MIN,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823526,2026-07-04,665862,"Chisholm Jr., Jazz",MIN,4,3,1,1,0,0,0,1,0,2,0,0,0,1,2026
823526,2026-07-04,669224,"Wells, Austin",MIN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823526,2026-07-04,680474,"Schuemann, Max",MIN,4,2,2,1,0,0,1,2,0,0,0,0,2,5,2026
823526,2026-07-04,683011,"Volpe, Anthony",MIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823526,2026-07-04,691176,"Domínguez, Jasson",MIN,5,5,2,0,1,0,1,0,0,0,0,0,1,6,2026
823526,2026-07-04,700250,"Rice, Ben",MIN,5,3,0,0,0,0,0,1,1,0,0,0,0,0,2026
823527,2026-07-03,502671,"Goldschmidt, Paul",MIN,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823527,2026-07-03,641355,"Bellinger, Cody",MIN,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2026
823527,2026-07-03,641857,"McMahon, Ryan",MIN,3,2,1,0,1,0,0,1,0,0,0,0,0,2,2026
823527,2026-07-03,663757,"Grisham, Trent",MIN,4,3,2,1,0,0,1,0,0,1,0,0,2,5,2026
823527,2026-07-03,665862,"Chisholm Jr., Jazz",MIN,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823527,2026-07-03,669224,"Wells, Austin",MIN,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823527,2026-07-03,676609,"Caballero, José",MIN,3,3,1,1,0,0,0,0,0,0,0,0,1,1,2026
823527,2026-07-03,691176,"Domínguez, Jasson",MIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823527,2026-07-03,700250,"Rice, Ben",MIN,4,3,1,0,0,0,1,1,0,0,0,0,2,4,2026
823528,2026-06-30,502671,"Goldschmidt, Paul",DET,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823528,2026-06-30,642708,"Rosario, Amed",DET,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823528,2026-06-30,645305,"Sánchez, Ali",DET,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823528,2026-06-30,676609,"Caballero, José",DET,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823528,2026-06-30,680474,"Schuemann, Max",DET,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2026
823528,2026-06-30,682987,"Jones, Spencer",DET,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823528,2026-06-30,683011,"Volpe, Anthony",DET,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823528,2026-06-30,691176,"Domínguez, Jasson",DET,4,4,2,2,0,0,0,0,0,1,0,0,1,2,2026
823528,2026-06-30,700250,"Rice, Ben",DET,4,4,1,0,0,0,1,0,0,2,0,0,1,4,2026
823529,2026-06-29,502671,"Goldschmidt, Paul",DET,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823529,2026-06-29,641355,"Bellinger, Cody",DET,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823529,2026-06-29,642708,"Rosario, Amed",DET,1,1,1,0,0,0,1,0,0,0,0,0,3,4,2026
823529,2026-06-29,665828,"Cabrera, Oswaldo",DET,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823529,2026-06-29,665862,"Chisholm Jr., Jazz",DET,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823529,2026-06-29,669224,"Wells, Austin",DET,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2026
823529,2026-06-29,676609,"Caballero, José",DET,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823529,2026-06-29,682987,"Jones, Spencer",DET,3,3,2,0,2,0,0,0,0,0,0,0,0,4,2026
823529,2026-06-29,683011,"Volpe, Anthony",DET,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823529,2026-06-29,691176,"Domínguez, Jasson",DET,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823529,2026-06-29,700250,"Rice, Ben",DET,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823530,2026-07-01,641355,"Bellinger, Cody",DET,5,5,0,0,0,0,0,0,0,2,0,0,0,0,2026
823530,2026-07-01,642708,"Rosario, Amed",DET,5,5,1,0,0,0,1,0,0,1,0,0,1,4,2026
823530,2026-07-01,645305,"Sánchez, Ali",DET,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823530,2026-07-01,665828,"Cabrera, Oswaldo",DET,4,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823530,2026-07-01,665862,"Chisholm Jr., Jazz",DET,5,5,2,1,1,0,0,0,0,2,0,0,0,3,2026
823530,2026-07-01,669224,"Wells, Austin",DET,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2026
823530,2026-07-01,676609,"Caballero, José",DET,4,3,1,1,0,0,0,0,0,1,0,0,0,1,2026
823530,2026-07-01,682987,"Jones, Spencer",DET,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823530,2026-07-01,683011,"Volpe, Anthony",DET,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823530,2026-07-01,691176,"Domínguez, Jasson",DET,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823530,2026-07-01,700250,"Rice, Ben",DET,5,3,1,1,0,0,0,2,0,1,0,0,0,1,2026
823531,2026-06-21,502671,"Goldschmidt, Paul",CIN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823531,2026-06-21,641355,"Bellinger, Cody",CIN,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823531,2026-06-21,641857,"McMahon, Ryan",CIN,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823531,2026-06-21,642708,"Rosario, Amed",CIN,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823531,2026-06-21,645305,"Sánchez, Ali",CIN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823531,2026-06-21,665862,"Chisholm Jr., Jazz",CIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823531,2026-06-21,669224,"Wells, Austin",CIN,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823531,2026-06-21,676609,"Caballero, José",CIN,4,3,1,1,0,0,0,1,0,0,0,0,0,1,2026
823531,2026-06-21,680474,"Schuemann, Max",CIN,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823531,2026-06-21,682987,"Jones, Spencer",CIN,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823531,2026-06-21,683011,"Volpe, Anthony",CIN,4,3,0,0,0,0,0,1,0,2,0,0,0,0,2026
823531,2026-06-21,691176,"Domínguez, Jasson",CIN,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823531,2026-06-21,700250,"Rice, Ben",CIN,4,3,2,1,0,0,1,1,0,1,0,0,1,5,2026
823532,2026-06-20,502671,"Goldschmidt, Paul",CIN,5,5,1,0,0,0,1,0,0,1,0,0,1,4,2026
823532,2026-06-20,641355,"Bellinger, Cody",CIN,4,4,2,2,0,0,0,0,0,2,0,0,0,2,2026
823532,2026-06-20,641555,"Escarra, J.C.",CIN,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2026
823532,2026-06-20,642708,"Rosario, Amed",CIN,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2026
823532,2026-06-20,645305,"Sánchez, Ali",CIN,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823532,2026-06-20,665862,"Chisholm Jr., Jazz",CIN,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823532,2026-06-20,676609,"Caballero, José",CIN,4,3,0,0,0,0,0,1,0,1,0,0,1,0,2026
823532,2026-06-20,682987,"Jones, Spencer",CIN,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2026
823532,2026-06-20,683011,"Volpe, Anthony",CIN,4,3,1,1,0,0,0,1,0,0,0,0,0,1,2026
823532,2026-06-20,691176,"Domínguez, Jasson",CIN,4,3,2,2,0,0,0,0,0,0,0,0,0,2,2026
